relative_ms,protocol,can_id,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7
1162,CAN,512,31,16,62,255,161,89,0,0
1175,CAN,256,115,94,54,92,137,255,0,0
1187,CAN,512,88,16,164,254,142,84,0,0
1200,CAN,256,153,115,79,59,182,255,0,0
1212,CAN,512,173,16,169,255,154,83,0,0
1225,CAN,256,57,93,74,117,135,0,0,0
1237,CAN,512,235,15,163,251,169,85,0,0
1250,CAN,256,105,78,80,104,140,255,0,0
1262,CAN,512,39,16,156,0,147,81,0,0
1275,CAN,256,84,73,41,102,52,1,0,0
1287,CAN,512,143,16,150,254,172,90,0,0
1300,CAN,256,244,122,65,106,103,255,0,0
1312,CAN,512,81,16,91,2,148,80,0,0
1325,CAN,256,108,94,67,97,35,0,0,0
1337,CAN,512,86,16,24,2,167,85,0,0
1350,CAN,256,73,99,25,83,49,1,0,0
1362,CAN,512,200,16,98,251,162,93,0,0
1375,CAN,256,185,87,48,107,119,0,0,0
1387,CAN,512,114,16,86,2,182,88,0,0
1400,CAN,256,123,100,67,123,81,0,0,0
1412,CAN,512,188,16,128,254,165,86,0,0
1425,CAN,256,55,100,91,80,207,255,0,0
1437,CAN,512,249,15,133,255,145,84,0,0
1450,CAN,256,16,125,59,66,37,0,0,0
1462,CAN,512,56,16,71,255,158,83,0,0
1475,CAN,256,30,88,54,81,35,0,0,0
1487,CAN,512,122,16,183,255,177,82,0,0
1500,CAN,256,112,104,73,88,118,0,0,0
1512,CAN,512,72,16,71,2,159,80,0,0
1525,CAN,256,156,105,68,105,112,255,0,0
1537,CAN,512,163,16,244,3,158,81,0,0
1550,CAN,256,210,114,40,97,76,0,0,0
1562,CAN,512,85,16,45,255,158,84,0,0
1575,CAN,256,65,99,48,113,244,254,0,0
1587,CAN,512,196,16,7,4,165,83,0,0
1600,CAN,256,206,78,71,87,116,0,0,0
1612,CAN,512,82,16,127,0,165,90,0,0
1625,CAN,256,133,82,65,121,187,255,0,0
1637,CAN,512,103,16,128,1,168,91,0,0
1650,CAN,256,245,71,36,70,220,255,0,0
1662,CAN,512,45,16,238,3,166,96,0,0
1675,CAN,256,20,96,63,154,87,255,0,0
1687,CAN,512,80,16,4,255,163,86,0,0
1700,CAN,256,245,94,71,103,245,255,0,0
1712,CAN,512,32,16,209,2,157,77,0,0
1725,CAN,256,143,99,87,93,247,254,0,0
1737,CAN,512,142,16,152,254,157,79,0,0
1750,CAN,256,69,93,71,89,15,0,0,0
1762,CAN,512,133,16,146,254,159,79,0,0
1775,CAN,256,117,112,58,76,64,255,0,0
1787,CAN,512,125,16,1,255,156,83,0,0
1800,CAN,256,242,77,39,119,251,254,0,0
1812,CAN,512,224,16,104,254,146,88,0,0
1825,CAN,256,19,98,46,87,57,0,0,0
1837,CAN,512,126,16,70,255,153,80,0,0
1850,CAN,256,97,111,68,116,174,255,0,0
1862,CAN,512,246,15,144,254,160,88,0,0
1875,CAN,256,151,77,69,106,192,255,0,0
1887,CAN,512,143,16,225,254,157,87,0,0
1900,CAN,256,188,77,53,112,61,255,0,0
1912,CAN,512,12,16,125,255,158,76,0,0
1925,CAN,256,208,101,23,97,20,0,0,0
1937,CAN,512,153,16,7,1,163,82,0,0
1950,CAN,256,232,103,42,78,219,255,0,0
1962,CAN,512,121,16,86,0,172,88,0,0
1975,CAN,256,114,93,49,118,92,254,0,0
1987,CAN,512,210,15,222,3,172,95,0,0
2000,CAN,256,4,97,49,107,151,255,0,0
2012,CAN,512,174,16,178,255,168,92,0,0
2025,CAN,256,50,118,69,102,89,255,0,0
2037,CAN,512,224,16,37,1,177,80,0,0
2050,CAN,256,193,88,77,81,249,254,0,0
2062,CAN,512,137,16,104,4,152,84,0,0
2075,CAN,256,220,104,87,130,225,254,0,0
2087,CAN,512,202,16,209,255,157,80,0,0
2100,CAN,256,220,96,59,110,10,1,0,0
2112,CAN,512,145,15,124,254,169,89,0,0
2125,CAN,256,144,104,43,70,206,255,0,0
2137,CAN,512,159,16,205,252,170,85,0,0
2150,CAN,256,43,105,50,108,138,0,0,0
2162,CAN,512,130,16,252,1,153,78,0,0
2175,CAN,256,192,106,56,149,66,0,0,0
2187,CAN,512,180,15,125,250,154,81,0,0
2200,CAN,256,238,95,61,90,34,0,0,0
2212,CAN,512,113,16,103,255,154,90,0,0
2225,CAN,256,22,95,54,87,30,255,0,0
2237,CAN,512,91,16,211,0,158,80,0,0
2250,CAN,256,137,99,38,82,44,255,0,0
2262,CAN,512,32,16,210,0,164,87,0,0
2275,CAN,256,4,81,84,106,117,255,0,0
2287,CAN,512,125,16,209,0,149,85,0,0
2300,CAN,256,126,90,59,141,171,0,0,0
2312,CAN,512,186,16,214,255,156,85,0,0
2325,CAN,256,174,100,100,77,39,255,0,0
2337,CAN,512,24,16,73,253,160,83,0,0
2350,CAN,256,211,81,83,126,142,0,0,0
2362,CAN,512,141,15,58,2,150,91,0,0
2375,CAN,256,122,109,60,77,227,254,0,0
2387,CAN,512,74,16,234,255,155,91,0,0
2400,CAN,256,201,80,69,109,79,0,0,0
2412,CAN,512,48,16,83,2,156,95,0,0
2425,CAN,256,48,111,58,126,99,0,0,0
2437,CAN,512,133,16,245,254,163,80,0,0
2450,CAN,256,111,86,47,90,35,0,0,0
2462,CAN,512,178,16,246,0,169,76,0,0
2475,CAN,256,57,98,53,84,100,0,0,0
2487,CAN,512,206,16,222,0,157,77,0,0
2500,CAN,256,252,57,46,80,195,255,0,0
2512,CAN,512,202,16,120,254,167,79,0,0
2525,CAN,256,254,105,61,116,34,1,0,0
2537,CAN,512,251,15,114,0,154,94,0,0
2550,CAN,256,182,73,76,119,165,0,0,0
2562,CAN,512,141,16,146,1,166,85,0,0
2575,CAN,256,49,97,59,115,95,0,0,0
2587,CAN,512,49,16,36,254,181,91,0,0
2600,CAN,256,140,92,67,82,166,1,0,0
2612,CAN,512,134,16,228,253,138,83,0,0
2625,CAN,256,223,98,84,108,186,0,0,0
2637,CAN,512,147,16,251,253,147,87,0,0
2650,CAN,256,58,99,56,97,121,1,0,0
2662,CAN,512,227,16,14,0,166,90,0,0
2675,CAN,256,207,109,78,106,208,254,0,0
2687,CAN,512,119,16,188,253,152,86,0,0
2700,CAN,256,216,109,32,99,27,0,0,0
2712,CAN,512,33,16,242,253,164,85,0,0
2725,CAN,256,150,71,67,94,169,0,0,0
2737,CAN,512,93,16,31,4,169,88,0,0
2750,CAN,256,105,72,69,78,65,0,0,0
2762,CAN,512,125,16,103,2,168,82,0,0
2775,CAN,256,198,102,81,92,21,0,0,0
2787,CAN,512,82,16,79,0,152,85,0,0
2800,CAN,256,137,119,74,53,217,1,0,0
2812,CAN,512,143,16,163,0,159,75,0,0
2825,CAN,256,52,96,82,113,129,1,0,0
2837,CAN,512,81,16,52,255,174,85,0,0
2850,CAN,256,187,83,43,118,49,0,0,0
2862,CAN,512,65,16,214,1,152,86,0,0
2875,CAN,256,179,96,57,98,46,2,0,0
2887,CAN,512,90,16,160,253,143,75,0,0
2900,CAN,256,52,105,41,105,230,255,0,0
2912,CAN,512,47,16,20,0,177,91,0,0
2925,CAN,256,24,88,52,120,98,1,0,0
2937,CAN,512,96,16,49,2,153,85,0,0
2950,CAN,256,52,98,48,104,49,255,0,0
2962,CAN,512,54,16,178,2,149,85,0,0
2975,CAN,256,149,77,33,131,174,255,0,0
2987,CAN,512,136,16,97,254,164,85,0,0
3000,CAN,256,249,93,41,133,232,255,0,0
3012,CAN,512,199,16,167,3,152,99,0,0
3025,CAN,256,13,99,72,104,41,1,0,0
3037,CAN,512,120,16,60,3,159,84,0,0
3050,CAN,256,58,111,79,131,24,0,0,0
3062,CAN,512,122,16,48,0,159,82,0,0
3075,CAN,256,250,106,81,121,205,255,0,0
3087,CAN,512,247,15,126,2,156,91,0,0
3100,CAN,256,2,71,51,104,159,255,0,0
3112,CAN,512,57,16,15,255,153,93,0,0
3125,CAN,256,17,117,46,102,209,0,0,0
3137,CAN,512,70,16,154,0,151,91,0,0
3150,CAN,256,222,68,49,82,142,255,0,0
3162,CAN,512,83,16,9,1,144,97,0,0
3175,CAN,256,49,91,106,79,68,1,0,0
3187,CAN,512,223,15,153,255,169,90,0,0
3200,CAN,256,12,108,49,81,174,255,0,0
3212,CAN,512,215,16,131,255,154,84,0,0
3225,CAN,256,34,86,60,129,119,255,0,0
3237,CAN,512,129,16,194,253,148,83,0,0
3250,CAN,256,90,99,9,81,242,1,0,0
3262,CAN,512,206,15,143,253,162,78,0,0
3275,CAN,256,53,87,74,70,92,254,0,0
3287,CAN,512,103,16,239,252,149,85,0,0
3300,CAN,256,206,94,54,63,225,0,0,0
3312,CAN,512,33,16,208,3,164,86,0,0
3325,CAN,256,131,81,24,113,156,0,0,0
3337,CAN,512,108,16,37,2,163,79,0,0
3350,CAN,256,166,81,70,82,82,1,0,0
3362,CAN,512,7,16,110,1,165,85,0,0
3375,CAN,256,48,79,71,118,44,0,0,0
3387,CAN,512,139,16,253,0,153,82,0,0
3400,CAN,256,189,85,61,71,233,255,0,0
3412,CAN,512,97,16,34,255,167,86,0,0
3425,CAN,256,187,79,72,97,118,255,0,0
3437,CAN,512,76,16,241,254,158,91,0,0
3450,CAN,256,127,83,6,70,53,255,0,0
3462,CAN,512,160,16,248,253,172,85,0,0
3475,CAN,256,79,73,56,142,85,1,0,0
3487,CAN,512,110,16,48,0,171,90,0,0
3500,CAN,256,221,102,58,105,14,0,0,0
3512,CAN,512,28,16,15,255,163,89,0,0
3525,CAN,256,158,74,60,128,101,0,0,0
3537,CAN,512,159,16,197,253,163,75,0,0
3550,CAN,256,134,101,39,110,198,255,0,0
3562,CAN,512,42,16,134,255,156,90,0,0
3575,CAN,256,197,106,59,68,190,0,0,0
3587,CAN,512,188,16,139,254,153,87,0,0
3600,CAN,256,213,94,107,53,28,0,0,0
3612,CAN,512,183,16,67,2,167,81,0,0
3625,CAN,256,26,96,98,140,126,1,0,0
3637,CAN,512,76,16,93,255,163,88,0,0
3650,CAN,256,91,74,119,103,247,0,0,0
3662,CAN,512,187,15,121,255,171,87,0,0
3675,CAN,256,151,80,61,97,92,254,0,0
3687,CAN,512,189,16,52,5,167,82,0,0
3700,CAN,256,225,88,27,124,251,0,0,0
3712,CAN,512,226,16,27,253,159,80,0,0
3725,CAN,256,156,91,74,68,234,255,0,0
3737,CAN,512,75,16,63,2,150,84,0,0
3750,CAN,256,61,90,39,102,230,255,0,0
3762,CAN,512,115,16,160,1,141,82,0,0
3775,CAN,256,56,101,52,82,19,0,0,0
3787,CAN,512,176,16,99,252,159,87,0,0
3800,CAN,256,243,101,59,116,155,254,0,0
3812,CAN,512,117,16,66,255,160,83,0,0
3825,CAN,256,252,115,44,87,13,255,0,0
3837,CAN,512,69,16,79,2,166,91,0,0
3850,CAN,256,154,87,66,88,47,1,0,0
3862,CAN,512,140,16,45,252,158,79,0,0
3875,CAN,256,140,111,77,121,66,255,0,0
3887,CAN,512,16,16,139,2,148,79,0,0
3900,CAN,256,45,105,44,80,44,0,0,0
3912,CAN,512,82,16,230,255,163,85,0,0
3925,CAN,256,142,111,54,115,62,0,0,0
3937,CAN,512,86,16,113,255,158,81,0,0
3950,CAN,256,128,115,90,155,202,255,0,0
3962,CAN,512,108,16,123,254,163,76,0,0
3975,CAN,256,96,93,45,104,96,255,0,0
3987,CAN,512,184,15,235,3,158,87,0,0
4000,CAN,256,94,109,75,101,3,2,0,0
4012,CAN,512,108,16,81,255,151,90,0,0
4025,CAN,256,135,94,73,100,112,0,0,0
4037,CAN,512,105,16,161,254,160,85,0,0
4050,CAN,256,107,96,56,125,99,255,0,0
4062,CAN,512,139,16,208,255,152,91,0,0
4075,CAN,256,122,82,58,88,134,0,0,0
4087,CAN,512,58,16,133,254,172,91,0,0
4100,CAN,256,53,92,66,73,203,255,0,0
4112,CAN,512,184,16,130,0,165,87,0,0
4125,CAN,256,58,106,49,89,236,255,0,0
4137,CAN,512,223,15,56,254,155,83,0,0
4150,CAN,256,222,98,70,118,0,0,0,0
4162,CAN,512,109,16,181,5,163,77,0,0
4175,CAN,256,221,86,62,112,232,254,0,0
4187,CAN,512,226,15,94,255,151,83,0,0
4200,CAN,256,91,68,79,112,223,0,0,0
4212,CAN,512,71,16,18,2,158,81,0,0
4225,CAN,256,210,86,95,92,203,255,0,0
4237,CAN,512,15,16,207,255,163,81,0,0
4250,CAN,256,125,100,61,87,63,0,0,0
4262,CAN,512,125,16,73,1,172,83,0,0
4275,CAN,256,113,92,60,148,216,255,0,0
4287,CAN,512,115,16,221,252,145,86,0,0
4300,CAN,256,121,100,74,76,95,1,0,0
4312,CAN,512,109,16,219,253,140,85,0,0
4325,CAN,256,236,86,76,98,166,255,0,0
4337,CAN,512,143,16,138,255,153,78,0,0
4350,CAN,256,98,97,54,89,189,255,0,0
4362,CAN,512,211,16,9,254,169,82,0,0
4375,CAN,256,246,94,63,91,202,0,0,0
4387,CAN,512,21,16,42,255,155,88,0,0
4400,CAN,256,81,111,77,114,106,0,0,0
4412,CAN,512,5,16,149,254,158,88,0,0
4425,CAN,256,121,103,54,124,174,255,0,0
4437,CAN,512,245,15,58,252,167,78,0,0
4450,CAN,256,38,112,98,115,149,0,0,0
4462,CAN,512,44,16,139,1,147,91,0,0
4475,CAN,256,123,101,70,107,31,0,0,0
4487,CAN,512,15,16,70,2,144,85,0,0
4500,CAN,256,1,83,72,121,234,254,0,0
4512,CAN,512,192,16,6,255,163,84,0,0
4525,CAN,256,16,75,60,104,158,0,0,0
4537,CAN,512,74,16,209,1,157,86,0,0
4550,CAN,256,202,91,43,85,70,255,0,0
4562,CAN,512,149,16,213,2,152,92,0,0
4575,CAN,256,252,80,68,97,38,255,0,0
4587,CAN,512,134,16,50,3,153,90,0,0
4600,CAN,256,187,99,41,125,229,255,0,0
4612,CAN,512,75,16,199,1,137,82,0,0
4625,CAN,256,1,88,73,112,134,0,0,0
4637,CAN,512,0,16,244,250,157,89,0,0
4650,CAN,256,197,113,77,102,0,0,0,0
4662,CAN,512,75,16,90,0,169,84,0,0
4675,CAN,256,85,91,36,88,111,254,0,0
4687,CAN,512,208,16,236,0,152,82,0,0
4700,CAN,256,116,87,52,128,224,255,0,0
4712,CAN,512,106,16,211,1,171,87,0,0
4725,CAN,256,7,97,68,127,79,0,0,0
4737,CAN,512,156,16,16,3,153,91,0,0
4750,CAN,256,149,103,65,131,10,255,0,0
4762,CAN,512,232,15,107,254,156,85,0,0
4775,CAN,256,194,93,70,142,171,255,0,0
4787,CAN,512,21,16,135,255,169,84,0,0
4800,CAN,256,217,87,68,119,1,0,0,0
4812,CAN,512,65,16,193,1,172,97,0,0
4825,CAN,256,104,88,48,118,112,254,0,0
4837,CAN,512,3,17,149,255,167,78,0,0
4850,CAN,256,175,100,68,104,142,255,0,0
4862,CAN,512,1,16,75,253,168,76,0,0
4875,CAN,256,179,77,46,65,199,0,0,0
4887,CAN,512,144,16,3,254,160,87,0,0
4900,CAN,256,203,101,34,110,245,255,0,0
4912,CAN,512,26,16,11,2,164,86,0,0
4925,CAN,256,79,112,41,113,155,0,0,0
4937,CAN,512,42,16,197,254,153,85,0,0
4950,CAN,256,155,95,51,92,246,254,0,0
4962,CAN,512,246,15,42,0,152,85,0,0
4975,CAN,256,38,107,61,84,121,255,0,0
4987,CAN,512,74,16,220,0,156,94,0,0
5000,CAN,256,213,80,52,91,40,0,0,0
5012,CAN,512,59,16,41,0,155,88,0,0
5025,CAN,256,123,120,57,121,243,254,0,0
5037,CAN,512,180,16,53,1,160,82,0,0
5050,CAN,256,235,87,63,123,47,0,0,0
5062,CAN,512,119,16,108,255,165,86,0,0
5075,CAN,256,25,104,75,110,113,0,0,0
5087,CAN,512,158,16,219,3,161,76,0,0
5100,CAN,256,120,107,32,95,33,0,0,0
5112,CAN,512,75,16,30,251,173,84,0,0
5125,CAN,256,123,91,76,91,191,0,0,0
5137,CAN,512,84,16,18,253,151,88,0,0
5150,CAN,256,119,84,52,129,99,255,0,0
5162,CAN,512,24,16,190,0,153,81,0,0
5175,CAN,256,193,115,30,47,12,0,0,0
5187,CAN,512,8,16,129,251,164,83,0,0
5200,CAN,256,144,102,67,97,164,1,0,0
5212,CAN,512,43,16,108,2,141,87,0,0
5225,CAN,256,96,97,55,82,15,0,0,0
5237,CAN,512,254,15,243,0,153,81,0,0
5250,CAN,256,15,101,41,118,225,0,0,0
5262,CAN,512,252,15,17,255,158,89,0,0
5275,CAN,256,4,76,84,108,57,1,0,0
5287,CAN,512,199,16,111,1,149,88,0,0
5300,CAN,256,81,113,47,109,4,0,0,0
5312,CAN,512,152,16,203,255,179,86,0,0
5325,CAN,256,37,84,55,91,63,254,0,0
5337,CAN,512,35,16,49,0,144,81,0,0
5350,CAN,256,244,93,57,101,66,0,0,0
5362,CAN,512,238,16,159,2,160,82,0,0
5375,CAN,256,182,92,81,94,6,255,0,0
5387,CAN,512,75,16,180,2,163,80,0,0
5400,CAN,256,34,81,40,98,49,1,0,0
5412,CAN,512,59,16,63,1,155,81,0,0
5425,CAN,256,118,88,46,95,12,255,0,0
5437,CAN,512,111,16,159,255,166,82,0,0
5450,CAN,256,185,77,47,83,67,0,0,0
5462,CAN,512,101,16,160,1,155,90,0,0
5475,CAN,256,178,110,76,83,114,0,0,0
5487,CAN,512,105,16,239,2,154,92,0,0
5500,CAN,256,30,82,45,86,109,255,0,0
5512,CAN,512,18,16,223,2,150,82,0,0
5525,CAN,256,99,87,83,77,238,254,0,0
5537,CAN,512,125,16,51,255,158,88,0,0
5550,CAN,256,123,87,34,113,52,255,0,0
5562,CAN,512,240,15,179,253,146,84,0,0
5575,CAN,256,236,83,86,133,189,1,0,0
5587,CAN,512,0,17,93,255,162,89,0,0
5600,CAN,256,152,106,23,111,74,255,0,0
5612,CAN,512,229,16,64,253,167,74,0,0
5625,CAN,256,46,81,58,97,1,255,0,0
5637,CAN,512,32,16,165,253,162,85,0,0
5650,CAN,256,8,106,96,114,10,1,0,0
5662,CAN,512,95,16,208,1,167,75,0,0
5675,CAN,256,4,78,73,114,46,0,0,0
5687,CAN,512,217,16,111,254,160,84,0,0
5700,CAN,256,72,96,53,88,207,255,0,0
5712,CAN,512,174,16,138,0,161,93,0,0
5725,CAN,256,88,85,44,124,32,1,0,0
5737,CAN,512,11,16,71,255,154,77,0,0
5750,CAN,256,115,93,72,100,42,255,0,0
5762,CAN,512,216,15,81,0,160,89,0,0
5775,CAN,256,28,92,70,128,201,0,0,0
5787,CAN,512,30,16,173,3,158,78,0,0
5800,CAN,256,19,95,55,64,181,255,0,0
5812,CAN,512,202,16,224,0,158,78,0,0
5825,CAN,256,189,75,57,100,46,0,0,0
5837,CAN,512,79,16,246,0,164,82,0,0
5850,CAN,256,157,70,72,108,208,0,0,0
5862,CAN,512,168,16,102,1,157,86,0,0
5875,CAN,256,142,95,47,98,16,0,0,0
5887,CAN,512,108,16,154,1,156,90,0,0
5900,CAN,256,228,94,73,109,211,255,0,0
5912,CAN,512,142,16,61,1,167,85,0,0
5925,CAN,256,182,102,80,75,211,255,0,0
5937,CAN,512,15,16,230,255,157,87,0,0
5950,CAN,256,132,73,76,88,33,0,0,0
5962,CAN,512,83,16,234,2,143,91,0,0
5975,CAN,256,198,100,41,106,211,255,0,0
5987,CAN,512,133,16,9,2,153,72,0,0
6000,CAN,256,103,84,73,108,255,255,0,0
6012,CAN,512,207,16,210,254,165,91,0,0
6025,CAN,256,27,72,59,93,200,0,0,0
6037,CAN,512,11,16,50,1,155,92,0,0
6050,CAN,256,16,107,52,67,91,255,0,0
6062,CAN,512,23,16,13,2,171,85,0,0
6075,CAN,256,231,82,54,68,32,255,0,0
6087,CAN,512,255,15,244,0,172,87,0,0
6100,CAN,256,114,92,40,69,195,1,0,0
6112,CAN,512,50,16,10,254,150,84,0,0
6125,CAN,256,147,119,57,79,182,0,0,0
6137,CAN,512,72,16,208,254,168,87,0,0
6150,CAN,256,205,89,58,99,211,0,0,0
6162,CAN,512,78,16,175,254,162,83,0,0
6175,CAN,256,216,85,40,97,140,0,0,0
6187,CAN,512,14,16,114,251,161,85,0,0
6200,CAN,256,255,84,73,88,44,1,0,0
6212,CAN,512,120,16,70,0,157,88,0,0
6225,CAN,256,38,98,50,91,16,0,0,0
6237,CAN,512,1,17,98,250,161,83,0,0
6250,CAN,256,44,59,73,92,176,255,0,0
6262,CAN,512,96,16,63,1,162,87,0,0
6275,CAN,256,12,91,15,107,202,254,0,0
6287,CAN,512,106,16,204,253,167,86,0,0
6300,CAN,256,216,120,61,102,79,255,0,0
6312,CAN,512,193,15,222,255,162,85,0,0
6325,CAN,256,155,90,86,113,49,0,0,0
6337,CAN,512,82,16,80,5,159,88,0,0
6350,CAN,256,82,95,79,92,7,0,0,0
6362,CAN,512,126,16,31,2,165,86,0,0
6375,CAN,256,120,74,61,115,108,255,0,0
6387,CAN,512,211,15,203,0,155,82,0,0
6400,CAN,256,99,87,43,153,134,0,0,0
6412,CAN,512,120,16,136,0,170,84,0,0
6425,CAN,256,24,94,55,78,43,0,0,0
6437,CAN,512,149,16,171,0,159,86,0,0
6450,CAN,256,138,87,89,104,62,0,0,0
6462,CAN,512,54,16,236,254,163,96,0,0
6475,CAN,256,159,86,72,48,220,0,0,0
6487,CAN,512,9,16,202,255,161,85,0,0
6500,CAN,256,186,120,29,113,14,255,0,0
6512,CAN,512,221,16,215,2,164,88,0,0
6525,CAN,256,131,100,40,139,228,255,0,0
6537,CAN,512,66,16,238,253,166,88,0,0
6550,CAN,256,65,87,68,76,38,0,0,0
6562,CAN,512,192,16,175,253,166,80,0,0
6575,CAN,256,77,78,42,109,135,1,0,0
6587,CAN,512,127,16,184,253,162,82,0,0
6600,CAN,256,178,88,61,111,167,254,0,0
6612,CAN,512,35,16,225,252,162,81,0,0
6625,CAN,256,73,76,53,105,67,0,0,0
6637,CAN,512,96,16,253,254,161,74,0,0
6650,CAN,256,118,92,35,89,182,0,0,0
6662,CAN,512,115,16,145,254,160,84,0,0
6675,CAN,256,88,92,53,81,240,0,0,0
6687,CAN,512,225,15,113,2,166,80,0,0
6700,CAN,256,57,88,84,117,199,255,0,0
6712,CAN,512,89,16,149,254,158,80,0,0
6725,CAN,256,7,85,87,112,130,0,0,0
6737,CAN,512,183,16,193,0,161,84,0,0
6750,CAN,256,241,93,65,139,149,0,0,0
6762,CAN,512,45,16,191,1,148,89,0,0
6775,CAN,256,89,95,108,102,55,0,0,0
6787,CAN,512,231,16,54,253,150,81,0,0
6800,CAN,256,94,81,33,110,86,255,0,0
6812,CAN,512,132,16,200,1,168,84,0,0
6825,CAN,256,55,110,61,110,99,255,0,0
6837,CAN,512,229,16,241,253,169,84,0,0
6850,CAN,256,136,108,77,88,51,255,0,0
6862,CAN,512,122,16,141,253,158,87,0,0
6875,CAN,256,200,96,71,109,146,255,0,0
6887,CAN,512,238,15,12,254,165,87,0,0
6900,CAN,256,54,94,69,100,221,255,0,0
6912,CAN,512,251,15,108,251,159,81,0,0
6925,CAN,256,96,80,53,93,173,255,0,0
6937,CAN,512,188,16,204,254,177,93,0,0
6950,CAN,256,183,69,51,145,98,255,0,0
6962,CAN,512,134,16,74,255,154,80,0,0
6975,CAN,256,35,78,30,70,224,255,0,0
