relative_ms,protocol,can_id,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7
1487,CAN,512,14,16,43,0,167,88,0,0
1500,CAN,256,241,110,53,119,98,255,0,0
1512,CAN,512,201,16,9,0,152,75,0,0
1525,CAN,256,20,100,25,92,161,254,0,0
1537,CAN,512,50,16,241,4,169,82,0,0
1550,CAN,256,255,91,101,117,33,0,0,0
1562,CAN,512,42,16,131,0,161,86,0,0
1575,CAN,256,187,83,105,80,255,255,0,0
1587,CAN,512,118,16,3,1,157,88,0,0
1600,CAN,256,94,95,68,64,81,0,0,0
1612,CAN,512,153,16,37,3,169,84,0,0
1625,CAN,256,222,101,88,101,159,255,0,0
1637,CAN,512,163,16,112,255,157,80,0,0
1650,CAN,256,85,91,93,72,77,0,0,0
1662,CAN,512,120,16,35,2,153,88,0,0
1675,CAN,256,222,88,56,138,207,0,0,0
1687,CAN,512,254,15,179,255,162,84,0,0
1700,CAN,256,74,120,30,101,127,255,0,0
1712,CAN,512,43,16,138,4,169,86,0,0
1725,CAN,256,87,106,62,74,194,254,0,0
1737,CAN,512,43,16,127,251,163,81,0,0
1750,CAN,256,209,106,55,92,184,0,0,0
1762,CAN,512,252,15,74,1,157,84,0,0
1775,CAN,256,164,109,27,122,63,0,0,0
1787,CAN,512,131,16,166,252,151,91,0,0
1800,CAN,256,210,101,73,84,41,255,0,0
1812,CAN,512,62,16,174,2,157,77,0,0
1825,CAN,256,25,105,62,112,242,1,0,0
1837,CAN,512,203,16,243,255,145,84,0,0
1850,CAN,256,118,89,51,100,187,255,0,0
1862,CAN,512,194,16,166,1,166,79,0,0
1875,CAN,256,217,92,39,100,102,0,0,0
1887,CAN,512,138,16,199,0,164,88,0,0
1900,CAN,256,244,73,76,109,233,255,0,0
1912,CAN,512,184,16,75,253,170,81,0,0
1925,CAN,256,251,91,60,135,38,0,0,0
1937,CAN,512,80,16,216,0,153,79,0,0
1950,CAN,256,50,86,53,116,9,0,0,0
1962,CAN,512,42,16,250,254,169,84,0,0
1975,CAN,256,205,97,64,97,76,255,0,0
1987,CAN,512,193,16,253,1,160,88,0,0
2000,CAN,256,174,102,45,91,228,254,0,0
2012,CAN,512,76,16,54,1,154,80,0,0
2025,CAN,256,22,90,49,102,102,0,0,0
2037,CAN,512,117,16,105,254,164,84,0,0
2050,CAN,256,192,102,51,93,55,0,0,0
2062,CAN,512,12,16,255,2,165,83,0,0
2075,CAN,256,204,82,56,51,169,1,0,0
2087,CAN,512,65,16,131,2,148,88,0,0
2100,CAN,256,104,104,112,82,73,255,0,0
2112,CAN,512,216,15,175,254,154,82,0,0
2125,CAN,256,196,90,48,103,231,1,0,0
2137,CAN,512,108,16,77,1,163,91,0,0
2150,CAN,256,78,121,68,115,95,255,0,0
2162,CAN,512,208,16,178,255,153,79,0,0
2175,CAN,256,115,79,42,127,130,0,0,0
2187,CAN,512,16,16,140,255,171,89,0,0
2200,CAN,256,58,105,101,96,75,0,0,0
2212,CAN,512,119,16,77,0,167,78,0,0
2225,CAN,256,142,69,72,71,73,255,0,0
2237,CAN,512,88,16,192,1,148,93,0,0
2250,CAN,256,47,90,93,101,41,1,0,0
2262,CAN,512,251,15,130,255,151,83,0,0
2275,CAN,256,247,93,64,80,27,0,0,0
2287,CAN,512,209,15,99,0,163,82,0,0
2300,CAN,256,181,89,52,101,218,255,0,0
2312,CAN,512,254,16,46,1,160,80,0,0
2325,CAN,256,132,106,81,95,24,0,0,0
2337,CAN,512,245,15,45,2,148,79,0,0
2350,CAN,256,198,88,82,97,24,0,0,0
2362,CAN,512,146,16,37,3,163,81,0,0
2375,CAN,256,13,93,40,100,170,255,0,0
2387,CAN,512,15,16,60,1,143,84,0,0
2400,CAN,256,38,121,51,92,139,0,0,0
2412,CAN,512,44,16,114,0,161,84,0,0
2425,CAN,256,85,75,58,95,177,1,0,0
2437,CAN,512,202,15,254,254,156,96,0,0
2450,CAN,256,103,98,78,112,132,255,0,0
2462,CAN,512,39,16,254,0,174,88,0,0
2475,CAN,256,197,101,40,72,174,254,0,0
2487,CAN,512,85,16,135,253,165,72,0,0
2500,CAN,256,147,85,52,97,208,0,0,0
2512,CAN,512,150,16,225,1,163,84,0,0
2525,CAN,256,153,92,59,87,240,255,0,0
2537,CAN,512,32,16,35,0,164,77,0,0
2550,CAN,256,250,88,33,83,222,255,0,0
2562,CAN,512,142,16,187,254,163,81,0,0
2575,CAN,256,100,108,75,124,60,0,0,0
2587,CAN,512,165,16,105,255,163,89,0,0
2600,CAN,256,194,83,64,147,58,0,0,0
2612,CAN,512,238,15,199,251,152,93,0,0
2625,CAN,256,185,84,29,129,241,0,0,0
2637,CAN,512,159,16,17,1,170,92,0,0
2650,CAN,256,251,103,52,78,161,255,0,0
2662,CAN,512,244,15,90,1,163,81,0,0
2675,CAN,256,233,78,71,133,173,255,0,0
2687,CAN,512,113,16,13,0,158,84,0,0
2700,CAN,256,236,80,84,126,2,0,0,0
2712,CAN,512,140,16,166,255,168,83,0,0
2725,CAN,256,99,91,27,120,149,0,0,0
2737,CAN,512,195,16,235,255,165,89,0,0
2750,CAN,256,211,99,50,100,145,0,0,0
2762,CAN,512,150,16,38,254,161,83,0,0
2775,CAN,256,252,83,37,115,11,0,0,0
2787,CAN,512,14,16,166,255,172,85,0,0
2800,CAN,256,9,91,76,109,229,254,0,0
2812,CAN,512,155,16,74,3,158,82,0,0
2825,CAN,256,116,100,36,108,167,255,0,0
2837,CAN,512,100,16,240,1,168,87,0,0
2850,CAN,256,185,96,91,98,60,255,0,0
2862,CAN,512,241,16,152,253,161,88,0,0
2875,CAN,256,253,83,42,105,118,0,0,0
2887,CAN,512,39,16,216,254,161,88,0,0
2900,CAN,256,56,102,50,135,254,254,0,0
2912,CAN,512,157,16,208,254,163,89,0,0
2925,CAN,256,116,83,84,124,90,254,0,0
2937,CAN,512,108,16,1,255,155,90,0,0
2950,CAN,256,3,100,34,99,175,0,0,0
2962,CAN,512,20,16,71,3,163,79,0,0
2975,CAN,256,248,103,86,77,161,253,0,0
2987,CAN,512,66,16,140,254,150,88,0,0
3000,CAN,256,9,86,74,104,218,0,0,0
3012,CAN,512,103,16,22,254,155,80,0,0
3025,CAN,256,204,86,54,101,183,255,0,0
3037,CAN,512,230,15,112,255,166,84,0,0
3050,CAN,256,86,105,38,46,12,1,0,0
3062,CAN,512,159,16,188,255,152,88,0,0
3075,CAN,256,47,78,65,77,67,255,0,0
3087,CAN,512,197,16,248,254,163,78,0,0
3100,CAN,256,225,71,44,88,13,255,0,0
3112,CAN,512,62,16,236,254,156,95,0,0
3125,CAN,256,120,111,76,108,248,255,0,0
3137,CAN,512,90,16,153,2,164,90,0,0
3150,CAN,256,72,83,65,126,26,1,0,0
3162,CAN,512,146,16,70,1,159,90,0,0
3175,CAN,256,94,103,37,129,199,0,0,0
3187,CAN,512,73,16,243,0,161,86,0,0
3200,CAN,256,223,106,84,141,181,0,0,0
3212,CAN,512,186,16,193,0,163,73,0,0
3225,CAN,256,248,72,67,73,19,0,0,0
3237,CAN,512,166,16,119,255,164,81,0,0
3250,CAN,256,7,92,103,123,254,255,0,0
3262,CAN,512,252,15,231,255,149,90,0,0
3275,CAN,256,50,85,78,121,54,0,0,0
3287,CAN,512,78,16,100,2,163,82,0,0
3300,CAN,256,81,106,51,106,113,255,0,0
3312,CAN,512,149,16,194,1,177,99,0,0
3325,CAN,256,107,85,80,121,243,255,0,0
3337,CAN,512,1,16,57,1,151,81,0,0
3350,CAN,256,23,110,74,90,107,0,0,0
3362,CAN,512,194,16,200,253,166,91,0,0
3375,CAN,256,14,109,61,96,141,255,0,0
3387,CAN,512,238,16,148,0,165,77,0,0
3400,CAN,256,128,76,80,89,61,255,0,0
3412,CAN,512,82,16,92,2,164,79,0,0
3425,CAN,256,158,92,60,147,131,0,0,0
3437,CAN,512,101,16,131,1,154,83,0,0
3450,CAN,256,83,102,82,107,175,0,0,0
3462,CAN,512,105,16,228,252,144,80,0,0
3475,CAN,256,117,104,78,115,59,1,0,0
3487,CAN,512,235,15,219,253,164,85,0,0
3500,CAN,256,210,93,64,83,50,255,0,0
3512,CAN,512,104,16,179,254,165,89,0,0
3525,CAN,256,132,70,86,120,142,0,0,0
3537,CAN,512,233,16,110,0,154,87,0,0
3550,CAN,256,235,99,49,115,201,254,0,0
3562,CAN,512,107,16,15,3,162,79,0,0
3575,CAN,256,76,78,35,114,218,1,0,0
3587,CAN,512,59,16,246,255,163,91,0,0
3600,CAN,256,62,82,47,101,145,254,0,0
3612,CAN,512,91,16,167,253,148,92,0,0
3625,CAN,256,131,92,75,105,225,255,0,0
3637,CAN,512,27,16,247,255,148,91,0,0
3650,CAN,256,230,97,79,96,88,1,0,0
3662,CAN,512,176,15,252,1,156,84,0,0
3675,CAN,256,166,94,60,92,1,0,0,0
3687,CAN,512,183,16,168,254,166,86,0,0
3700,CAN,256,243,91,116,80,145,0,0,0
3712,CAN,512,190,15,94,255,148,84,0,0
3725,CAN,256,208,103,93,84,210,255,0,0
3737,CAN,512,132,16,17,254,176,87,0,0
3750,CAN,256,79,86,53,109,117,255,0,0
3762,CAN,512,86,16,197,1,166,81,0,0
3775,CAN,256,93,110,72,88,167,255,0,0
3787,CAN,512,67,16,239,255,162,86,0,0
3800,CAN,256,226,118,56,103,62,1,0,0
3812,CAN,512,192,16,198,255,158,88,0,0
3825,CAN,256,252,101,100,130,221,255,0,0
3837,CAN,512,4,16,80,254,161,85,0,0
3850,CAN,256,203,105,85,71,139,0,0,0
3862,CAN,512,154,16,69,1,154,84,0,0
3875,CAN,256,211,105,55,96,82,1,0,0
3887,CAN,512,212,16,11,0,169,92,0,0
3900,CAN,256,202,88,35,101,177,0,0,0
3912,CAN,512,147,16,252,254,158,80,0,0
3925,CAN,256,170,95,56,104,157,255,0,0
3937,CAN,512,211,16,33,254,166,87,0,0
3950,CAN,256,60,72,63,60,159,0,0,0
3962,CAN,512,71,16,39,255,147,75,0,0
3975,CAN,256,91,89,68,69,110,0,0,0
3987,CAN,512,17,16,174,0,171,98,0,0
4000,CAN,256,26,77,54,117,113,0,0,0
4012,CAN,512,218,16,140,2,152,81,0,0
4025,CAN,256,46,105,82,103,57,0,0,0
4037,CAN,512,196,16,205,254,165,97,0,0
4050,CAN,256,102,103,34,66,141,0,0,0
4062,CAN,512,54,16,225,255,162,87,0,0
4075,CAN,256,235,105,33,76,99,0,0,0
4087,CAN,512,102,16,67,4,167,83,0,0
4100,CAN,256,78,79,49,106,154,1,0,0
4112,CAN,512,186,16,20,3,173,83,0,0
4125,CAN,256,241,98,77,95,142,0,0,0
4137,CAN,512,81,15,176,0,156,81,0,0
4150,CAN,256,139,135,52,120,145,0,0,0
4162,CAN,512,147,16,179,253,147,77,0,0
4175,CAN,256,38,117,59,72,218,255,0,0
4187,CAN,512,189,16,63,1,167,85,0,0
4200,CAN,256,183,86,39,68,89,255,0,0
4212,CAN,512,184,16,249,253,147,83,0,0
4225,CAN,256,193,95,67,121,199,0,0,0
4237,CAN,512,188,16,181,0,161,90,0,0
4250,CAN,256,203,96,29,77,228,255,0,0
4262,CAN,512,218,16,123,3,171,87,0,0
4275,CAN,256,4,91,53,124,199,0,0,0
4287,CAN,512,124,16,234,251,152,79,0,0
4300,CAN,256,84,94,21,89,129,0,0,0
4312,CAN,512,143,16,26,1,164,82,0,0
4325,CAN,256,94,92,44,92,246,255,0,0
4337,CAN,512,102,16,196,254,151,88,0,0
4350,CAN,256,29,73,60,112,201,0,0,0
4362,CAN,512,146,16,116,255,145,88,0,0
4375,CAN,256,24,97,59,83,190,254,0,0
4387,CAN,512,3,16,178,1,170,87,0,0
4400,CAN,256,134,110,48,98,174,255,0,0
4412,CAN,512,13,17,226,1,164,83,0,0
4425,CAN,256,124,111,63,82,140,254,0,0
4437,CAN,512,82,16,253,1,165,79,0,0
4450,CAN,256,129,124,29,118,154,255,0,0
4462,CAN,512,157,16,229,1,157,86,0,0
4475,CAN,256,246,111,48,70,127,0,0,0
4487,CAN,512,195,16,212,253,173,81,0,0
4500,CAN,256,12,73,52,98,153,255,0,0
4512,CAN,512,213,15,180,251,155,80,0,0
4525,CAN,256,188,83,35,123,230,255,0,0
4537,CAN,512,187,16,175,254,158,85,0,0
4550,CAN,256,108,76,65,102,35,0,0,0
4562,CAN,512,155,15,162,0,155,91,0,0
4575,CAN,256,80,107,64,82,66,255,0,0
4587,CAN,512,19,17,71,255,168,84,0,0
4600,CAN,256,118,85,106,108,56,0,0,0
4612,CAN,512,150,16,183,253,164,80,0,0
4625,CAN,256,40,75,35,125,197,254,0,0
4637,CAN,512,103,16,148,6,164,85,0,0
4650,CAN,256,226,89,67,84,76,255,0,0
4662,CAN,512,255,15,221,5,152,83,0,0
4675,CAN,256,212,107,70,90,217,254,0,0
4687,CAN,512,158,16,233,253,145,87,0,0
4700,CAN,256,61,96,57,121,70,0,0,0
4712,CAN,512,162,16,200,255,156,82,0,0
4725,CAN,256,103,81,43,130,53,0,0,0
4737,CAN,512,80,16,222,253,156,89,0,0
4750,CAN,256,107,93,53,93,197,0,0,0
4762,CAN,512,125,16,102,254,150,80,0,0
4775,CAN,256,253,65,39,94,244,0,0,0
4787,CAN,512,110,16,107,3,160,74,0,0
4800,CAN,256,239,116,97,86,117,1,0,0
4812,CAN,512,62,16,171,2,175,82,0,0
4825,CAN,256,232,84,61,114,230,255,0,0
4837,CAN,512,245,15,59,0,156,84,0,0
4850,CAN,256,177,83,74,99,14,255,0,0
4862,CAN,512,82,16,40,0,171,86,0,0
4875,CAN,256,51,81,49,89,20,0,0,0
4887,CAN,512,123,16,243,254,151,88,0,0
4900,CAN,256,3,77,41,91,22,0,0,0
4912,CAN,512,3,17,187,1,152,86,0,0
4925,CAN,256,32,95,55,102,44,1,0,0
4937,CAN,512,147,16,244,255,164,85,0,0
4950,CAN,256,234,95,65,105,252,255,0,0
4962,CAN,512,9,16,94,253,142,74,0,0
4975,CAN,256,45,109,82,131,237,0,0,0
4987,CAN,512,233,16,26,255,158,87,0,0
5000,CAN,256,240,99,73,92,125,255,0,0
5012,CAN,512,195,16,168,255,154,84,0,0
5025,CAN,256,150,90,46,83,67,0,0,0
5037,CAN,512,157,16,140,0,154,94,0,0
5050,CAN,256,250,97,56,90,240,0,0,0
5062,CAN,512,191,16,140,255,151,86,0,0
5075,CAN,256,115,109,59,96,206,0,0,0
5087,CAN,512,135,16,48,1,146,79,0,0
5100,CAN,256,185,92,82,121,82,255,0,0
5112,CAN,512,168,16,227,3,150,84,0,0
5125,CAN,256,23,93,48,149,52,0,0,0
5137,CAN,512,93,16,53,0,147,80,0,0
5150,CAN,256,57,83,59,132,6,1,0,0
5162,CAN,512,43,17,10,254,157,91,0,0
5175,CAN,256,187,101,60,104,207,255,0,0
5187,CAN,512,63,16,175,255,166,79,0,0
5200,CAN,256,179,113,51,73,140,254,0,0
5212,CAN,512,19,17,130,1,165,84,0,0
5225,CAN,256,248,111,33,83,221,0,0,0
5237,CAN,512,180,16,87,254,156,83,0,0
5250,CAN,256,135,108,35,87,69,1,0,0
5262,CAN,512,206,16,10,0,167,81,0,0
5275,CAN,256,227,114,38,100,121,255,0,0
5287,CAN,512,221,15,7,3,154,76,0,0
5300,CAN,256,226,97,37,127,84,0,0,0
5312,CAN,512,82,16,164,255,154,85,0,0
5325,CAN,256,193,88,61,95,175,0,0,0
5337,CAN,512,14,16,245,0,160,84,0,0
5350,CAN,256,190,93,82,102,222,0,0,0
5362,CAN,512,250,16,84,255,154,79,0,0
5375,CAN,256,139,74,110,86,58,255,0,0
5387,CAN,512,191,16,229,252,161,80,0,0
5400,CAN,256,129,80,54,99,40,255,0,0
5412,CAN,512,137,16,203,1,156,82,0,0
5425,CAN,256,54,81,60,141,152,0,0,0
5437,CAN,512,225,15,26,1,145,82,0,0
5450,CAN,256,76,90,92,101,126,0,0,0
5462,CAN,512,157,16,243,1,161,83,0,0
5475,CAN,256,169,85,68,100,113,255,0,0
5487,CAN,512,89,16,39,1,158,86,0,0
5500,CAN,256,69,83,56,106,136,1,0,0
5512,CAN,512,97,16,186,2,171,81,0,0
5525,CAN,256,6,93,56,80,202,0,0,0
5537,CAN,512,247,16,47,254,164,87,0,0
5550,CAN,256,14,68,66,89,242,254,0,0
5562,CAN,512,194,15,185,251,158,88,0,0
5575,CAN,256,89,65,84,136,75,0,0,0
5587,CAN,512,229,16,52,1,160,89,0,0
5600,CAN,256,217,110,90,101,41,0,0,0
5612,CAN,512,190,16,110,3,171,89,0,0
5625,CAN,256,96,88,46,116,88,255,0,0
5637,CAN,512,19,16,159,255,145,88,0,0
5650,CAN,256,233,79,91,114,219,0,0,0
5662,CAN,512,83,16,201,253,152,87,0,0
5675,CAN,256,22,91,73,119,244,254,0,0
5687,CAN,512,206,15,1,255,167,84,0,0
5700,CAN,256,130,83,69,98,33,255,0,0
5712,CAN,512,35,16,182,0,160,93,0,0
5725,CAN,256,250,87,62,106,199,254,0,0
5737,CAN,512,69,16,219,2,162,85,0,0
5750,CAN,256,16,115,59,61,56,0,0,0
5762,CAN,512,38,16,83,253,155,79,0,0
5775,CAN,256,16,91,49,114,76,255,0,0
5787,CAN,512,97,16,14,0,154,88,0,0
5800,CAN,256,208,97,72,73,74,0,0,0
5812,CAN,512,170,16,122,255,170,81,0,0
5825,CAN,256,220,95,80,111,218,255,0,0
5837,CAN,512,212,16,100,253,165,85,0,0
5850,CAN,256,100,82,53,79,8,1,0,0
5862,CAN,512,247,15,234,255,145,88,0,0
5875,CAN,256,227,113,49,145,28,255,0,0
5887,CAN,512,108,16,224,253,155,86,0,0
5900,CAN,256,164,118,66,119,243,254,0,0
5912,CAN,512,175,16,31,1,154,84,0,0
5925,CAN,256,189,73,65,104,24,1,0,0
5937,CAN,512,230,15,205,255,173,85,0,0
5950,CAN,256,104,101,41,115,36,0,0,0
5962,CAN,512,100,16,162,1,150,80,0,0
5975,CAN,256,21,84,67,70,10,0,0,0
5987,CAN,512,38,16,202,0,163,84,0,0
6000,CAN,256,245,93,48,101,238,0,0,0
6012,CAN,512,7,16,189,254,165,85,0,0
6025,CAN,256,202,72,91,97,180,255,0,0
6037,CAN,512,78,16,28,2,149,89,0,0
6050,CAN,256,249,107,58,62,8,1,0,0
6062,CAN,512,154,16,26,254,144,91,0,0
6075,CAN,256,220,83,46,112,232,255,0,0
6087,CAN,512,86,16,40,252,156,87,0,0
6100,CAN,256,37,100,88,82,19,0,0,0
6112,CAN,512,77,16,156,254,172,87,0,0
6125,CAN,256,204,87,87,122,5,0,0,0
6137,CAN,512,145,16,188,0,150,91,0,0
6150,CAN,256,82,80,73,118,105,255,0,0
6162,CAN,512,95,16,114,1,149,95,0,0
6175,CAN,256,137,116,68,85,176,0,0,0
6187,CAN,512,176,16,181,255,159,84,0,0
6200,CAN,256,102,93,64,100,57,0,0,0
6212,CAN,512,95,16,232,255,156,95,0,0
6225,CAN,256,90,91,17,74,62,0,0,0
6237,CAN,512,51,16,47,2,149,82,0,0
6250,CAN,256,68,98,60,95,226,254,0,0
6262,CAN,512,154,16,25,1,164,85,0,0
6275,CAN,256,99,89,43,119,45,1,0,0
6287,CAN,512,9,17,158,0,148,82,0,0
6300,CAN,256,120,74,54,90,211,0,0,0
6312,CAN,512,147,16,48,250,159,89,0,0
6325,CAN,256,9,110,60,101,201,0,0,0
6337,CAN,512,86,16,86,2,166,86,0,0
6350,CAN,256,227,90,61,117,176,254,0,0
6362,CAN,512,126,16,52,255,152,85,0,0
6375,CAN,256,129,89,52,146,254,255,0,0
6387,CAN,512,56,16,222,2,152,86,0,0
6400,CAN,256,43,104,87,75,13,0,0,0
6412,CAN,512,149,16,13,1,158,92,0,0
6425,CAN,256,233,96,43,49,107,255,0,0
6437,CAN,512,82,16,188,2,151,85,0,0
6450,CAN,256,161,84,61,97,129,0,0,0
6462,CAN,512,238,16,145,1,160,73,0,0
6475,CAN,256,43,94,59,115,219,255,0,0
6487,CAN,512,109,16,150,3,154,83,0,0
6500,CAN,256,96,96,39,106,98,255,0,0
6512,CAN,512,254,15,191,2,161,84,0,0
6525,CAN,256,100,85,75,113,211,254,0,0
6537,CAN,512,187,15,132,1,161,88,0,0
6550,CAN,256,216,93,69,113,122,1,0,0
6562,CAN,512,137,16,52,1,162,86,0,0
6575,CAN,256,246,102,62,109,248,255,0,0
6587,CAN,512,90,16,182,1,168,91,0,0
6600,CAN,256,196,70,66,87,255,255,0,0
6612,CAN,512,124,16,159,1,153,87,0,0
6625,CAN,256,234,110,68,94,104,255,0,0
6637,CAN,512,45,16,236,251,160,81,0,0
6650,CAN,256,215,78,47,101,206,254,0,0
6662,CAN,512,123,16,132,255,167,96,0,0
6675,CAN,256,72,85,62,76,228,254,0,0
6687,CAN,512,54,16,249,253,155,82,0,0
6700,CAN,256,49,89,57,108,100,255,0,0
6712,CAN,512,86,16,197,254,155,78,0,0
6725,CAN,256,57,84,81,90,20,0,0,0
6737,CAN,512,249,16,100,254,156,92,0,0
6750,CAN,256,189,83,58,120,100,255,0,0
6762,CAN,512,108,16,245,253,167,88,0,0
6775,CAN,256,122,98,91,88,165,0,0,0
6787,CAN,512,166,15,43,254,147,89,0,0
6800,CAN,256,250,91,51,107,247,0,0,0
6812,CAN,512,96,16,46,3,157,85,0,0
6825,CAN,256,147,81,73,139,132,0,0,0
6837,CAN,512,246,15,3,2,164,79,0,0
6850,CAN,256,56,91,32,97,130,1,0,0
6862,CAN,512,127,16,128,0,161,76,0,0
6875,CAN,256,123,95,28,85,138,0,0,0
6887,CAN,512,82,17,234,253,148,81,0,0
6900,CAN,256,91,91,6,105,145,255,0,0
6912,CAN,512,40,16,150,2,166,89,0,0
6925,CAN,256,75,67,80,97,99,0,0,0
6937,CAN,512,140,16,57,2,150,79,0,0
6950,CAN,256,34,86,83,88,39,1,0,0
6962,CAN,512,197,16,67,2,150,92,0,0
6975,CAN,256,227,90,72,98,213,0,0,0
